málsnúmer;málsheiti;staða máls;heildartími;nefndir
350;ákvörðun EES-nefndarinnar nr. 158/2013 um breytingu á II. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;0:33:00;
351;lögbann og dómsmál til að vernda heildarhagsmuni neytenda;Ekki útrætt á 143. þingi. Beið 2. umræðu;3:08:00;
352;formlegt hlé á aðildarviðræðum Íslands og Evrópusambandsins og þjóðaratkvæðagreiðslu um viðræðurnar;Ekki útrætt á 143. þingi. (Var í nefnd eftir fyrri umræðu.);;
353;virðisaukaskattur;Ekki útrætt á 143. þingi. (Beið 1. umræðu.);;
354;stofnun áburðarverksmiðju;Ekki útrætt á 143. þingi. (Beið fyrri umræðu.);;
355;rammasamningar Sjúkratrygginga Íslands við sérgreinalækna og sjúkraþjálfara;Fyrirspurninni var svarað skriflega.;;
356;Evrópuráðsþingið 2013;;;
357;ÖSE-þingið 2013;;;
358;Vestnorræna ráðið 2013;;;
359;framkvæmd þjóðaratkvæðagreiðslna;Ekki útrætt á 143. þingi. (Beið 1. umræðu.);;
360;rekjanleiki í tölvukerfum ráðuneytisins;Fyrirspurninni var svarað skriflega.;;
361;óundirbúinn fyrirspurnatími;;;
362;rekjanleiki í tölvukerfum atvinnuvega- og nýsköpunarráðuneytisins;Fyrirspurninni var svarað skriflega.;;
363;óundirbúinn fyrirspurnatími;;;
364;staða verndarflokks rammaáætlunar;;;
365;kjarasamningar og verðhækkanir;;;
366;breytingar á skattkerfinu;;;
367;framhald viðræðna við ESB;;;
368;endurskoðun jafnréttislaga;;;
369;verðhækkanir og aðgerðir ríkisstjórnarinnar;;;
370;norrænt samstarf 2013;;;
371;NATO-þingið 2013;;;
372;veiðigjöld;Ekki útrætt á 143. þingi. (Beið 1. umræðu.);;
373;endurskoðendur;Ekki útrætt á 143. þingi. (Var í nefnd eftir 1. umræðu.);0:25:00;
374;norðurskautsmál 2013;;;
375;smáþörungaverksmiðja Algalífs Iceland ehf. á Reykjanesi;Samþykkt sem lög frá Alþingi.;1:10:00;
376;losun og móttaka úrgangs frá skipum;Samþykkt sem lög frá Alþingi.;1:05:00;
377;lokafjárlög 2012;Samþykkt sem lög frá Alþingi.;2:15:00;
378;heilbrigðisstarfsmenn;Samþykkt sem lög frá Alþingi.;1:57:00;
379;aðgengi fatlaðs fólks að kirkjum og safnaðarheimilum;Fyrirspurninni var svarað munnlega.;;
380;framhaldsskólar;Samþykkt sem lög frá Alþingi.;0:43:00;
381;innflutningur á landbúnaðarafurðum;;;
382;staða aðildarviðræðna við ESB;;;
383;útgjöld vegna almannatrygginga;Fyrirspurninni var svarað skriflega.;;
384;óundirbúinn fyrirspurnatími;;;
385;afnám gjaldeyrishafta;Fyrirspurninni var svarað skriflega.;;
386;sveitarstjórnarlög;Ekki útrætt á 143. þingi. (Beið 1. umræðu.);;
387;atvinnumál;Fyrirspurninni var svarað munnlega.;;
388;óundirbúinn fyrirspurnatími;;;
389;málefni framhaldsskólans;;;
390;hækkun skráningargjalda í opinbera háskóla;;;
391;læknaskortur;;;
392;úrbætur í fangelsismálum;;0:33:00;
393;ríkisborgararéttur erlendra maka;Fyrirspurninni var svarað skriflega.;;
394;húsakostur Landspítalans;Fyrirspurninni var svarað munnlega.;;
395;gjafsókn;Fyrirspurninni var svarað skriflega.;;
396;Dettifossvegur;Fyrirspurninni var svarað munnlega.;;
397;afnám verðtryggingar;Fyrirspurninni var svarað skriflega.;;
398;frískuldamark vegna skatts á fjármálafyrirtæki;;;
399;aðgerðir ríkisstjórnarinnar í efnahagsmálum;;;
400;styrkir til húsafriðunar;;;
401;framlög til menningarsamninga;;;
402;ferðaþjónusta fatlaðra;;0:42:00;
403;uppsagnir starfsmanna ráðuneytisins og starfslið ráðherra;Fyrirspurninni var svarað skriflega.;;
404;uppsagnir starfsmanna ráðuneytisins og starfslið ráðherra;Fyrirspurninni var svarað skriflega.;;
405;Fiskistofa og vinnubrögð stofnunarinnar;;;
406;uppsagnir starfsmanna ráðuneytisins og starfslið ráðherra;Fyrirspurninni var svarað skriflega.;;
407;svört atvinnustarfsemi;;;
408;hátt vöruverð og málefni smásöluverslunar;;;
409;uppsagnir starfsmanna ráðuneytisins og starfslið ráðherra;Fyrirspurninni var svarað skriflega.;;
410;uppsagnir starfsmanna ráðuneytisins og starfslið ráðherra;Fyrirspurninni var svarað skriflega.;;
411;barnabætur;Fyrirspurninni var svarað munnlega.;;
412;sóknaráætlun landshluta;Fyrirspurninni var svarað skriflega.;;
413;Söfnunarsjóður lífeyrisréttinda;Samþykkt sem lög frá Alþingi.;2:04:00;
414;efling tónlistarnáms;Samþykkt sem lög frá Alþingi.;3:35:00;
415;alþjóðlegur dagur lýðræðis;Ekki útrætt á 143. þingi. (Beið fyrri umræðu.);;
416;könnun á réttarstöðu með tilliti til gjaldtöku við náttúruvætti;Ekki útrætt á 143. þingi. (Beið fyrri umræðu.);;
417;staða, stjórn og starfshættir þjóðkirkjunnar;Ekki útrætt á 143. þingi. (Var í nefnd eftir 1. umræðu.);0:31:00;
418;utanríkis- og alþjóðamál;;;
419;afnám gjaldeyrishafta;;;
420;kjarasamningar og verðlagshækkanir;;;
421;lánshæfismat og traust;;;
422;endurgreiðsluhlutfall lána hjá LÍN;;;
423;vetrarólympíuleikarnir í Rússlandi;;;
424;endurskoðun á rekstrarformi háskóla og framhaldsskóla;Fyrirspurninni var svarað skriflega.;;
425;félagsvísar;Fyrirspurninni var svarað munnlega.;;
426;fjármálastöðugleikaráð;Samþykkt sem lög frá Alþingi.;2:57:00;
427;greiðsla opinberra gjalda á starfssvæði Þróunarfélags Keflavíkurflugvallar ehf.;Fyrirspurninni var svarað skriflega.;;
428;laun og hlunnindi vegna aðildarviðræðna við Evrópusambandið;Fyrirspurninni var svarað skriflega.;;
429;aðlögun að Evrópusambandinu;Fyrirspurninni var svarað skriflega.;;
430;óundirbúinn fyrirspurnatími;;;
431;upplýsingar um hælisleitendur;;;
432;staða sjúkraflutninga á höfuðborgarsvæðinu;;;
433;afnám verðtryggingar;;;
434;hlutverk verðtryggingarnefndar og verðtryggð lán;;;
435;hagsmunir íslenskra barna erlendis;;;
436;stefna stjórnvalda í áfengis- og vímuefnamálum;;;
437;rekstrarvandi hjúkrunarheimila;;;
438;friðhelgi einkalífs í stafrænum heimi;Fyrirspurninni var svarað skriflega.;;
439;starfsemi Landhelgisgæslunnar og sjúkraflug;Fyrirspurninni var svarað skriflega.;;
440;ferðakostnaður ráðuneytisins;Fyrirspurninni var svarað skriflega.;;
441;ferðakostnaður ráðuneytisins;Fyrirspurninni var svarað skriflega.;;
442;ferðakostnaður ráðuneytisins;Fyrirspurninni var svarað skriflega.;;
443;ferðakostnaður ráðuneytisins;Fyrirspurninni var svarað skriflega.;;
444;ferðakostnaður atvinnuvega- og nýsköpunarráðuneytis;Fyrirspurninni var svarað skriflega.;;
445;óundirbúinn fyrirspurnatími;;;
446;ferðakostnaður ráðuneytisins;Fyrirspurninni var svarað skriflega.;;
447;ferðakostnaður ráðuneytisins;Fyrirspurninni var svarað skriflega.;;
448;einkavæðing ríkiseigna;Fyrirspurninni var svarað munnlega.;;
449;losun gróðurhúsalofttegunda;Fyrirspurninni var svarað munnlega.;;
450;gjald af makrílveiðum;;;
451;afnám verðtryggingar;;;
452;afnám gjaldeyrishafta;;;
453;orka frá Blönduvirkjun;;;
454;verðtrygging neytendalána;;;
455;kostnaður velferðarráðuneytisins vegna ráðgjafarþjónustu;Fyrirspurninni var svarað skriflega.;;
456;kostnaður vegna ráðgjafarþjónustu;Fyrirspurninni var svarað skriflega.;;
457;kostnaður vegna ráðgjafarþjónustu;Fyrirspurninni var svarað skriflega.;;
458;fríverslunarsamningur við Japan;Ekki útrætt á 143. þingi. (Beið fyrri umræðu.);;
459;skuldir heimilanna;Fyrirspurninni var svarað skriflega.;;
460;óundirbúinn fyrirspurnatími;;;
461;staða sóknaráætlunar skapandi greina;Fyrirspurninni var svarað munnlega.;;
462;breyting á reglugerð nr. 785/1999;Fyrirspurninni var svarað munnlega.;;
463;gæsir og álftir;Fyrirspurninni var svarað munnlega.;;
464;aðkoma ríkisins að kjarasamningum;;;
465;framlagning stjórnarfrumvarpa;;;
466;hönnunarstefna stjórnvalda;;;
467;hjúkrunarheimilið Sólvangur;;1:30:00;
468;uppbygging hafnarmannvirkja á Bíldudal;;;
469;Siglufjarðarvegur og jarðgöng;Fyrirspurninni var svarað munnlega.;;
470;Héðinsfjarðargöng og Múlagöng;Fyrirspurninni var svarað munnlega.;;
471;vernd og nýting ferðamannastaða;;;
472;ökunám;Fyrirspurninni var svarað skriflega.;;
473;land sem ríkið leigir sveitarfélögum;Fyrirspurninni var svarað skriflega.;;
474;skýrsla rannsóknarnefndar Alþingis um Íbúðalánasjóð o.fl.;;;
475;heilbrigðisþjónusta og sjúklingagjöld;;;
476;almenningssamgöngur;;;
477;óundirbúinn fyrirspurnatími;;;
478;málefni Farice;;;
479;staða landvörslu;;;
480;bóluefni gegn kregðu;Fyrirspurninni var svarað skriflega.;;
481;örnefni;Ekki útrætt á 143. þingi. Beið 2. umræðu;0:33:00;
482;Ábyrgðasjóður launa;Ekki útrætt á 143. þingi. (Beið 1. umræðu.);;
483;stefna ríkisstjórnarinnar í efnahagsmálum;;;
484;rannsókn á leka í ráðuneyti og staða innanríkisráðherra;;16:36:00;
485;verndartollar á landbúnaðarvörur;;2:33:00;
486;viðbrögð innanríkisráðherra við lögreglurannsókn;;;
487;aðkoma einkaaðila að Leifsstöð;;;
488;ríkisendurskoðandi og ríkisendurskoðun;Ekki útrætt á 143. þingi. (Var í nefnd eftir 1. umræðu.);0:00:00;
489;nefnd um löggjöf á sviði sjávarspendýra;Fyrirspurninni var svarað skriflega.;;
490;skipulag heilbrigðisþjónustu;Fyrirspurninni var svarað skriflega.;;
491;aðgangur að sjúkraskrám;Fyrirspurninni var svarað skriflega.;;
492;heimild til gjaldtöku á náttúruverndarsvæðum;Fyrirspurninni var svarað skriflega.;;
493;óundirbúinn fyrirspurnatími;;;
494;staða tónlistarskóla;;;
495;skýrsla aðila atvinnulífsins um ESB;;4:34:00;
496;mótmæli íslenskra stjórnvalda við mannréttindabrotum Rússa;;;
497;skipulagsbreytingar í framhaldsskólakerfinu;;;
498;Landbúnaðarháskólinn á Hvanneyri;;;
499;fiskvegur í Efra-Sog;Samþykkt sem ályktun Alþingis.;0:10:00;
500;opinn aðgangur að fjárhagsupplýsingum hins opinbera;Ekki útrætt á 143. þingi. (Beið fyrri umræðu.);;
501;spilahallir;Ekki útrætt á 143. þingi. (Beið 1. umræðu.);;
502;vistkerfi fyrir hagnýtingu internetsins og réttindavernd netnotenda;Ekki útrætt á 143. þingi. (Beið fyrri umræðu.);;
503;niðurfelling gjalda á vistvænt eldsneyti sem er framleitt innan lands;Ekki útrætt á 143. þingi. (Beið fyrri umræðu.);;
504;lögbinding lágmarkslauna;Ekki útrætt á 143. þingi. (Beið 1. umræðu.);;
505;geðheilbrigðisþjónusta fyrir börn, unglinga og fjölskyldur þeirra;Ekki útrætt á 143. þingi. (Beið fyrri umræðu.);;
506;stefnumótun í vímuefnamálum;;1:10:00;
507;skyldutrygging lífeyrisréttinda og starfsemi lífeyrissjóða;Ekki útrætt á 143. þingi. (Beið 1. umræðu.);;
508;opinber fjármál;Ekki útrætt á 143. þingi. (Var í nefnd eftir 1. umræðu.);11:47:00;
509;tekjuskattur o.fl.;Ekki útrætt á 143. þingi. (Beið 1. umræðu.);;
510;óundirbúinn fyrirspurnatími;;;
511;skýrsla Alþjóðamálastofnunar háskólans um ESB;;;
512;þjóðmálaumræðan;;2:07:00;
513;afnám gjaldeyrishafta;;;
514;aðgerðir og biðlistar í heilbrigðiskerfinu;;;
515;flóttamenn frá Úkraínu;;;
516;frjáls atvinnu- og búseturéttur launafólks innan Evrópska efnahagssvæðisins;Ekki útrætt á 143. þingi. (Beið 1. umræðu.);;
517;málefni innflytjenda;Samþykkt sem lög frá Alþingi.;0:40:00;
518;mat á heildarhagsmunum vegna hvalveiða;Ekki útrætt á 143. þingi. (Beið fyrri umræðu.);;
519;gerð sáttmála um verndun friðhelgi einkalífs í stafrænum miðlum;Samþykkt sem ályktun Alþingis.;;
520;flutningur netöryggissveitar til ríkislögreglustjóra;Ekki útrætt á 143. þingi. (Beið 1. umræðu.);;
521;óundirbúinn fyrirspurnatími;;;
522;efnahagsstefna ríkisstjórnarinnar;;;
523;ráðgjafarhópur um afnám gjaldeyrishafta;;;
524;framtíðarsýn í gjaldeyrismálum;;0:33:00;
525;samkeppnishæfni Íslands á sviði gagnahýsingar;;;
526;mótmæli atvinnulífsins við slitum aðildarviðræðna við ESB;;;
527;samningsgerð, umboð og ógildir löggerningar;Ekki útrætt á 143. þingi. (Beið 1. umræðu.);;
528;millilandaflug um Vestmannaeyja- og Ísafjarðarflugvöll;Ekki útrætt á 143. þingi. (Beið fyrri umræðu.);;
529;framkvæmd á úrskurðum kjararáðs vegna laga nr. 87/2009;Fyrirspurninni var svarað skriflega.;;
530;framkvæmd á úrskurðum kjararáðs vegna laga nr. 87/2009;Fyrirspurninni var svarað skriflega.;;
531;framkvæmd á úrskurðum kjararáðs vegna laga nr. 87/2009;Fyrirspurninni var svarað skriflega.;;
532;framkvæmd á úrskurðum kjararáðs vegna laga nr. 87/2009;Fyrirspurninni var svarað skriflega.;;
533;framkvæmd á úrskurðum kjararáðs vegna laga nr. 87/2009;Fyrirspurninni var svarað skriflega.;;
534;málefni Seðlabankans;;;
535;framkvæmd á úrskurðum kjararáðs vegna laga nr. 87/2009;Fyrirspurninni var svarað skriflega.;;
536;frestun verkfallsaðgerða á Herjólfi VE;Samþykkt sem lög frá Alþingi.;;
537;skýrsla um rannsókn á falli sparisjóðanna;Fyrirspurninni var svarað skriflega.;;
538;samningshagsmunir Finna og Íslendinga gagnvart Evrópusambandinu;Fyrirspurninni var svarað skriflega.;;
539;innflutningur landbúnaðarafurða;Fyrirspurninni var svarað munnlega.;;
540;vöktun í Þingvallavatni og Úlfljótsvatni;Fyrirspurninni var svarað skriflega.;;
541;hvalveiðar;Fyrirspurninni var svarað munnlega.;;
542;rannsóknir og vöktunarverkefni sem varða urriða í Efra-Sogi;Fyrirspurninni var svarað skriflega.;;
543;greiðslur erfingja ábyrgðarmanna af námslánum;Fyrirspurninni var svarað skriflega.;;
544;efling virkniúrræða fyrir atvinnuleitendur;Ekki útrætt á 143. þingi. (Beið fyrri umræðu.);;
545;fækkun sauðfjársláturhúsa;Fyrirspurninni var svarað skriflega.;;
546;verðþróun á lambakjöti og verð til bænda;Fyrirspurninni var svarað skriflega.;;
547;fækkun stórgripasláturhúsa;Fyrirspurninni var svarað skriflega.;;
548;áhættumat vegna innflutnings búfjár;Fyrirspurninni var svarað skriflega.;;
549;vernd vöruheita;Fyrirspurninni var svarað skriflega.;;
550;ástæður hlerana frá ársbyrjun 2008;Fyrirspurninni var ekki svarað.;;
551;tilskipun um varðveislu fjarskiptaupplýsinga;Fyrirspurninni var svarað munnlega.;;
552;sending sönnunargagna með tölvupósti;Fyrirspurninni var ekki svarað.;;
553;óundirbúinn fyrirspurnatími;;;
554;heilsugæslustöðvar og heimilislæknar;Fyrirspurninni var svarað skriflega.;;
555;kosningaloforð Sjálfstæðisflokksins;;;
556;staða ungs fólks á húsnæðismarkaði;;;
557;þjóðaratkvæðagreiðsla um framhald aðildarviðræðna;;;
558;kosningaloforð og efndir;;;
559;stefnumótun í málefnum framhaldsskólans;;;
560;tollfrjáls útflutningur landbúnaðarafurða;Fyrirspurninni var svarað munnlega.;;
561;menntun og ráðning kennara og skólastjórnenda við leikskóla, grunnskóla og framhaldsskóla;Samþykkt sem lög frá Alþingi.;0:29:00;
562;auðlegðarskattur;Fyrirspurninni var svarað skriflega.;;
563;áhrif húsnæðisskuldalækkana á viðskiptaafgang;Fyrirspurninni var svarað skriflega.;;
564;samningur milli Íslands og Færeyja um fiskveiðar innan íslenskrar og færeyskrar lögsögu 2014;Samþykkt sem ályktun Alþingis.;;
565;ákvörðun sameiginlegu EES-nefndarinnar um breytingu á XX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;0:58:00;
566;staðfesting samninga um veiðar úr norsk-íslenska síldarstofninum á árinu 2014;Samþykkt sem ályktun Alþingis.;;
567;ívilnanir til nýfjárfestinga á Íslandi;Ekki útrætt á 143. þingi. (Beið 1. umræðu.);;
568;óundirbúinn fyrirspurnatími;;23:05:00;
569;ummæli forsætisráðherra í kosningabaráttu 2009;;;
570;launakjör og yfirvofandi verkfall framhaldsskólakennara;;;
571;samkomulag um þingstörf;;;
572;aðildarviðræður við ESB;;;
573;fyrri yfirlýsingar forsætisráðherra;;;
574;gistirými;Fyrirspurninni var svarað skriflega.;;
575;framkvæmd samgönguáætlunar 2012;;;
576;hlutur karla í jafnréttismálum;Fyrirspurninni var svarað skriflega.;;
577;samningur Evrópuráðsins um baráttu gegn ofbeldi gegn konum;Fyrirspurninni var svarað skriflega.;;
578;snjómokstur á Fjarðarheiði;Fyrirspurninni var svarað munnlega.;;
579;upplýsingagjöf til Alþingis samkvæmt þingsályktun nr. 23/138;Fyrirspurninni var svarað skriflega.;;
580;heilbrigðiskostnaður og greiðsluþátttaka sjúklinga;Fyrirspurninni var svarað skriflega.;;
581;reglur um urriðaveiði í Þingvallavatni;Fyrirspurninni var svarað skriflega.;;
582;þjónusta fyrir þolendur ofbeldis;Fyrirspurninni var svarað skriflega.;;
583;málefni Útlendingastofnunar;Fyrirspurninni var svarað skriflega.;;
584;vátryggingastarfsemi;Samþykkt sem lög frá Alþingi.;;
585;stimpilgjald;Samþykkt sem lög frá Alþingi.;;
586;þriðja mál í framhaldsskólum;Fyrirspurninni var svarað skriflega.;;
587;upplýsingagjöf og reglugerð samkvæmt upplýsingalögum;Fyrirspurninni var svarað skriflega.;;
588;niðurrif aflagðra varnargirðinga;Fyrirspurninni var svarað skriflega.;;
589;vernd afurðarheita sem vísa til uppruna, landsvæðis eða hefðbundinnar sérstöðu;Ekki útrætt á 143. þingi. (Beið 1. umræðu.);;
590;opnun sendibréfa;Fyrirspurninni var ekki svarað.;;
591;skráning viðskiptasögu hjá fjármálastofnunum;Fyrirspurninni var svarað skriflega.;;
592;loftslagsmál;Samþykkt sem lög frá Alþingi.;;
593;gjaldeyrismál;Samþykkt sem lög frá Alþingi.;;
594;óundirbúinn fyrirspurnatími;;;
595;makríldeilan;;;
596;nýjar upplýsingar um hagvöxt;;;
597;krafa um lækkun gengis;;;
598;samgöngur við Vestmannaeyjar;;;
599;þjóðaratkvæðagreiðsla um framhald aðildarviðræðna;;;
600;frestun verkfallsaðgerða Félags íslenskra atvinnuflugmanna gegn Icelandair ehf.;Samþykkt sem lög frá Alþingi.;2:40:00;
601;raforkumálefni;;;
602;veiting ríkisborgararéttar;Samþykkt sem lög frá Alþingi.;;
603;stofnun hlutafélags um þátttöku íslenska ríkisins í kolvetnisstarfsemi;Ekki útrætt á 143. þingi. (Beið 1. umræðu.);;
604;mæling á gagnamagni í internetþjónustu;Fyrirspurninni var ekki svarað.;;
605;hjúskaparréttindi erlendra ríkisborgara og dvalarleyfi;Fyrirspurninni var ekki svarað.;;
606;afhending kjörskrárstofna;Fyrirspurninni var svarað skriflega.;;
607;ráðstöfun lands og landsréttinda innan þjóðlendna og tekjur af gjöldum fyrir slík réttindi;;;
608;tekjuskattur;Samþykkt sem lög frá Alþingi.;;
609;samningar við grunnskólakennara;Fyrirspurninni var svarað skriflega.;;
610;áhrif Íslands á ákvarðanir á vettvangi Evrópusamstarfs;Fyrirspurninni var svarað skriflega.;;
611;haldlagning netþjóna;Fyrirspurninni var ekki svarað.;;
612;eftirlit með veiðum á hrefnu og langreyði;Fyrirspurninni var svarað skriflega.;;
613;samgöngusamningar við starfsmenn;Fyrirspurninni var svarað skriflega.;;
614;óundirbúinn fyrirspurnatími;;;
615;náttúruvernd;Ekki útrætt á 143. þingi. (Beið 1. umræðu.);;
616;frestun verkfallsaðgerða Flugvirkjafélags Íslands gegn Icelandair;Ekki útrætt á 143. þingi. Beið 2. umræðu;2:16:00;
617;þjóðaratkvæðagreiðsla;;;
618;heilbrigðistryggingar;;;
619;menningarsamningur;;;
620;frumvarp um aukna siglingavernd og flugöryggismál;;;
621;endurupptaka dómsmáls;;;
627;óundirbúinn fyrirspurnatími;;;
629;staða framhaldsskólans;;;
630;almannaréttur og gjaldtaka á ferðamannastöðum;;;
633;beiðnir um sérstakar umræður;;;
634;stjórnarfrumvörp um skuldaleiðréttingu og afnám verðtryggingar;;;
635;breyting á lögum um veiðigjöld;;;
636;endurskoðun kosningalaga;;;
637;náttúrupassi og gjaldtaka á ferðamannastöðum;;;
643;óundirbúinn fyrirspurnatími;;;
644;ráðning forstjóra LÍN;;;
645;kerfisbreytingar í framhaldsskólanum;;;
646;landbúnaðarháskólinn á Hvanneyri;;;
647;utanríkisstefna Íslands;;;
648;gjaldtaka á ferðamannastöðum;;;
654;menningarsamningar;;;
676;óundirbúinn fyrirspurnatími;;;
677;skatttekjur af hverjum ferðamanni og þróun rekstrarumhverfis ferðamannaiðnaðarins;;;
678;afnám gjaldeyrishafta og samningar við erlenda kröfuhafa gömlu bankanna;;;
679;skuldaleiðrétting ríkisstjórnarinnar;;;
680;tillögur Orkustofnunar um virkjunarkosti;;;
681;verndartollar á landbúnaðarvörur;;;
682;menningarsamningar;;;
683;útreikningur örorkubóta;;;
689;óundirbúinn fyrirspurnatími;;;
690;húsnæðismál;;;
691;skóli án aðgreiningar;;;
692;viðskiptaumhverfi landbúnaðarafurða;;;
693;samningar við kröfuhafa gömlu bankanna;;;
694;gjaldtaka á ferðamannastöðum;;;
695;skuldaleiðrétting og lyklafrumvarp;;;
696;staða efnahagsmála;;;
715;óundirbúinn fyrirspurnatími;;;
722;viðhorf forsætisráðherra til loftslagsbreytinga;;;
723;upplýsingar til almennings um skuldaniðurfærslu;;;
724;þjóðhagslegur ávinningur af hvalveiðum;;;
725;fyrirhugaðar refsiaðgerðir vegna hvalveiða Íslendinga;;;
726;lokun fiskvinnslu á þremur stöðum á landinu;;;
735;óundirbúinn fyrirspurnatími;;;
740;skýrsla Alþjóðamálastofnunar um ESB;;;
741;gjaldmiðilsstefna;;;
742;aðferðir við hvalveiðar;;;
743;ofnotkun og förgun umbúða;;;
744;aflaheimildir fiskvinnslunnar Vísis;;;
746;skýrsla Alþjóðamálastofnunar um aðildarviðræður við ESB;;;
751;almannatryggingar og staða öryrkja;;;
753;óundirbúinn fyrirspurnatími;;;
754;staða hafrannsókna;;;
756;staðan á leigumarkaði;;;
757;flýtimeðferð í skuldamálum;;;
758;styrkir til menningarminja;;;
759;mengun frá Hellisheiðarvirkjun;;;
760;efnahagsstefnan og EES-samningurinn;;;
773;óundirbúinn fyrirspurnatími;;;
778;breyting á lögum um veiðigjöld;;;
779;veiðigjöld og hallalaus fjárlög;;;
780;ríkisfjármál og skuldaleiðrétting;;;
781;aðgerðir í þágu leigjenda;;;
782;málefni hælisleitanda;;;
807;óundirbúinn fyrirspurnatími;;;
808;lækkun væntingavísitölu;;;
809;réttur fatlaðs fólks til sjálfstæðs lífs;;;
810;lokun fiskvinnslunnar Vísis á Húsavík og Djúpavogi;;;
811;þrotabú gömlu bankanna og skuldaleiðrétting;;;
819;skipasmíðar og skipaiðnaður;;;
820;óundirbúinn fyrirspurnatími;;;
821;tillögur verkefnisstjórnar í húsnæðismálum;;;
822;ríkisfjármál;;;
823;lekamálið í innanríkisráðuneytinu;;;
824;upplýsingar um hælisleitanda;;;
825;málefni Landsbankans;;;
850;óundirbúinn fyrirspurnatími;;;
851;stefnumótun heilsugæslu í landinu;;;
852;breyttir skilmálar á skuldabréfi Landsbankans;;;
853;barnageðheilbrigðismál á Norðurlandi;;;
854;áhrif skuldaleiðréttingar á fjárhag sveitarfélaga;;;
855;staða sjúkraflutninga á höfuðborgarsvæðinu;;;
875;óundirbúinn fyrirspurnatími;;;
883;Landsbankabréfið;;;
884;upplýsingar um skuldabréf Landsbankans;;;
885;upplýsingar um leynireikninga og aflandsfélög;;;
886;yfirlýsingar forsætisráðherra um ýmsar dagsetningar;;;
887;stækkun hvalfriðunarsvæðis á Faxaflóa;;;
