málsnúmer;málsheiti;staða máls;heildartími;nefndir
382;útgáfa á ársskýrslum;Fyrirspurninni var svarað skriflega.;;
383;útgáfa á ársskýrslum;Fyrirspurninni var svarað skriflega.;;
384;útgáfa á ársskýrslum;Fyrirspurninni var svarað skriflega.;;
385;útgáfa á ársskýrslum;Fyrirspurninni var svarað skriflega.;;
386;útgáfa á ársskýrslum;Fyrirspurninni var svarað skriflega.;;
387;útgáfa á ársskýrslum;Fyrirspurninni var svarað skriflega.;;
388;útgáfa á ársskýrslum;Fyrirspurninni var svarað skriflega.;;
389;útgáfa á ársskýrslum;Fyrirspurninni var svarað skriflega.;;
390;jöfnun húshitunarkostnaðar;Bíður fyrri umræðu.;;
391;kirkjujarðasamkomulagið 1997/1998 og eignaskrá ríkisins;Fyrirspurninni hefur ekki verið svarað.;;
392;óundirbúinn fyrirspurnatími;;;
393;losun fjármagnshafta;;8:20:00;
394;skortur á hjúkrunarfræðingum;;;
395;persónuupplýsingar í sjúkraskrám;;;
396;kjör aldraðra;;;
397;álag á kynferðisbrotadeild lögreglunnar;;;
398;þriggja fasa rafmagn;Fyrirspurninni var svarað skriflega.;;
399;Íslandspóstur;;;
400;bólusetning ungbarna gegn hlaupabólu;Fyrirspurninni var svarað munnlega.;;
401;lyfjanotkun í matvælaframleiðslu;Fyrirspurninni var svarað skriflega.;;
402;brennsla svartolíu og afgas skipavéla;Fyrirspurninni var svarað skriflega.;;
403;fimm ára fjarskiptaáætlun fyrir árin 2019--2023;Samþykkt sem ályktun Alþingis.;4:35:00;
404;stefna í fjarskiptum fyrir árin 2019--2033;Samþykkt sem ályktun Alþingis.;-1 day, 23:34:00;
405;tengiflug innan lands um Keflavíkurflugvöll;Fyrirspurninni var svarað skriflega.;;
406;áfangastaðaáætlanir fyrir landshlutana;Fyrirspurninni var svarað munnlega.;;
407;námsgögn fyrir framhaldsskóla;Fyrirspurninni var svarað munnlega.;;
408;skrá um sykursýki og skimun fyrir sykursýki, tegund 2;;;
409;áætlun fyrir árin 2019--2022 um aðgerðir gegn ofbeldi og afleiðingum þess;Í nefnd eftir fyrri umræðu.;12:07:00;
410;sveitarstjórnarlög;Bíður 1. umræðu.;;
411;opinber stuðningur við vísindarannsóknir;Samþykkt sem lög frá Alþingi.;0:27:00;
412;Bankasýsla ríkisins;Samþykkt sem lög frá Alþingi.;0:20:00;
413;kjararáð;Í nefnd eftir 1. umræðu.;4:45:00;
414;staðfesting ríkisreiknings 2017;Samþykkt sem lög frá Alþingi.;4:02:00;
415;atvinnustefna á opinberum ferðamannastöðum;;1:09:00;
416;öryggi net- og upplýsingakerfa mikilvægra innviða;Í nefnd eftir 1. umræðu.;6:17:00;
417;samskiptaráðgjafi íþrótta- og æskulýðsstarfs;Samþykkt sem lög frá Alþingi.;5:40:00;
418;kærur og málsmeðferðartími;Fyrirspurninni var svarað skriflega.;;
419;kærur og málsmeðferðartími;Fyrirspurninni var svarað skriflega.;;
420;kærur og málsmeðferðartími;Fyrirspurninni var svarað skriflega.;;
421;kærur og málsmeðferðartími;Fyrirspurninni var svarað skriflega.;;
422;kærur og málsmeðferðartími;Fyrirspurninni var svarað skriflega.;;
423;kærur og málsmeðferðartími;Fyrirspurninni var svarað skriflega.;;
424;kærur og málsmeðferðartími;Fyrirspurninni var svarað skriflega.;;
425;kærur og málsmeðferðartími;Fyrirspurninni var svarað skriflega.;;
426;kærur og málsmeðferðartími;Fyrirspurninni var svarað skriflega.;;
427;kærur og málsmeðferðartími;Fyrirspurninni var svarað skriflega.;;
428;gjaldeyriseftirlit Seðlabanka Íslands;Fyrirspurninni var svarað skriflega.;;
429;framkvæmdir við Arnarnesveg og um stefnumörkun í samgöngumálum;Fyrirspurninni var svarað munnlega.;;
430;endurgreiðsla efniskostnaðar í framhaldsskólum;Fyrirspurninni var svarað skriflega.;;
431;húsaleiga framhaldsskóla;Fyrirspurninni var svarað skriflega.;;
432;virðisaukaskattur;Samþykkt sem lög frá Alþingi.;1:45:00;
433;skattlagning tekna erlendra lögaðila í lágskattaríkjum o.fl.;Í nefnd eftir 1. umræðu.;2:50:00;
434;Þjóðarsjóður;Bíður 2. umræðu;5:00:00;
435;ófrjósemisaðgerðir;Samþykkt sem lög frá Alþingi.;2:50:00;
436;ökutækjatryggingar;Samþykkt sem lög frá Alþingi.;1:35:00;
437;fjáraukalög 2018;Samþykkt sem lög frá Alþingi.;2:48:00;
438;réttindi barna erlendra námsmanna;Fyrirspurninni var svarað munnlega.;;
439;helgidagafriður;Bíður 1. umræðu.;;
440;fjármál stjórnmálasamtaka og frambjóðenda og um upplýsingaskyldu þeirra;Samþykkt sem lög frá Alþingi.;0:55:00;
441;Kristnisjóður o.fl.;Bíður 1. umræðu.;;
442;opinber innkaup;Samþykkt sem lög frá Alþingi.;4:01:00;
443;íslenska sem opinbert mál á Íslandi;Í nefnd eftir fyrri umræðu.;7:44:00;
444;staða eldri borgara hérlendis og erlendis;;;
445;opinber fjármál;Bíður 1. umræðu.;;
446;höfundalög;Bíður 1. umræðu.;;
447;opinber fjármál;Bíður 1. umræðu.;;
448;rammasamkomulag milli Grænlands/Danmerkur, Íslands og Noregs um verndun loðnustofnsins og stjórnun veiða úr honum;Samþykkt sem ályktun Alþingis.;1:08:00;
449;óundirbúinn fyrirspurnatími;;;
450;hvalveiðar;;;
451;vinnuálag lækna;;;
452;fjarheilbrigðisþjónusta;;;
453;skattkerfið og veggjöld;;;
454;stuðningur við landbúnað;;;
455;listaverk í eigu Seðlabankans;;;
456;bráðavandi Landspítala;;;
457;tilnefning sérfróðra meðdómsmanna og kunnáttumanna;Fyrirspurninni var svarað skriflega.;;
458;störf nefndar um dómarastörf;Fyrirspurninni var svarað skriflega.;;
459;seta í stjórn dómstólasýslunnar;Fyrirspurninni var svarað skriflega.;;
460;skipun dómstjóra;Fyrirspurninni var svarað skriflega.;;
461;birting upplýsinga um fjölda og afgreiðslu mála við dómstóla;Fyrirspurninni var svarað skriflega.;;
462;vestnorrænt samstarf á sviði íþrótta barna og unglinga;Bíður síðari umræðu.;0:11:00;
463;samstarf vestnorrænu landanna um tungumál í stafrænum heimi;Bíður síðari umræðu.;0:50:00;
464;lax- og silungsveiði;Bíður 1. umræðu.;;
465;heimavist á höfuðborgarsvæðinu;Bíður fyrri umræðu.;;
466;óundirbúinn fyrirspurnatími;;;
467;lánskjör hjá LÍN;;;
468;sala fullnustuíbúða Íbúðalánasjóðs;;;
469;skerðing bóta TR vegna búsetu erlendis;;;
470;Brexit;;;
471;endurgreiðsla vegna ólöglegra skerðinga TR;;0:20:00;
472;viðbragðsgeta almannavarna og lögreglu í dreifðum byggðum;Fyrirspurninni var svarað munnlega.;;
473;utanríkisþjónusta Íslands;Bíður 1. umræðu.;;
474;frestun á fundum Alþingis;Samþykkt sem ályktun Alþingis.;;
475;eiðstafur dómara;Fyrirspurninni var svarað skriflega.;;
476;óundirbúinn fyrirspurnatími;;;
477;staða lýðræðislegra kosninga;;;
478;viðbótarframlag til SÁÁ;;;
479;geðheilbrigðisþjónusta fyrir fanga;;;
480;Fiskistofa;;;
481;rekstrarumhverfi afurðastöðva;;;
482;skýrsla um áhrif hvala á lífríki sjávar;;;
483;aðgerðir vegna hækkandi hlutfalls aldraðra;Fyrirspurninni var svarað skriflega.;;
484;starfshópur um kjör eldri borgara;Fyrirspurninni var svarað skriflega.;;
485;grunnskólar;Bíður 1. umræðu.;;
486;meðferð krónueigna sem háðar eru sérstökum takmörkunum og gjaldeyrismál;Samþykkt sem lög frá Alþingi.;2:15:00;
487;lóðaframboð;Fyrirspurninni var svarað munnlega.;;
488;lóðakostnaður;Fyrirspurninni var svarað munnlega.;;
489;vistvæn atvinnutæki á svæðum í umsjá stofnana sem heyra undir ráðuneytið;Fyrirspurninni var svarað skriflega.;;
490;almenningssamgöngur og borgarlína;;;
491;tekjuskattur;Bíður 1. umræðu.;;
492;tekjuskattur;Bíður 1. umræðu.;;
493;stjórnsýslulög;Í nefnd eftir 1. umræðu.;1:53:00;
494;óundirbúinn fyrirspurnatími;;1:15:00;
495;aðkoma ríkisstjórnarinnar að kjarasamningum;;1:40:00;
496;endurskoðun framfærsluviðmiða LÍN;;1:39:00;
497;uppbygging fjármálakerfisins;;;
498;kjör öryrkja;;;
499;efling iðn- og verknáms;;2:23:00;
500;óundirbúinn fyrirspurnatími;;0:15:00;
501;skattkerfið;;2:14:00;
502;staða Íslands gagnvart ESB;;;
503;Brexit;;;
504;málefni aldraðra;;;
505;veggjöld;;;
506;Landeyjahöfn;;;
507;endurgreiðslur vegna kaupa á gleraugum;Fyrirspurninni var svarað munnlega.;;
508;vandi ungs fólks á húsnæðismarkaði;;;
509;heilbrigðisstefna til ársins 2030;Samþykkt sem ályktun Alþingis.;8:05:00;
510;raddheilsa;Fyrirspurninni var svarað munnlega.;;
511;raddbeiting kennara;Fyrirspurninni var svarað munnlega.;;
512;hollustuhættir og mengunarvarnir;Samþykkt sem lög frá Alþingi.;5:30:00;
513;sjúkratryggingar;Í nefnd eftir 1. umræðu.;;
514;ófrjósemisaðgerðir;Fyrirspurninni var svarað skriflega.;;
515;rannsóknir á áhrifum kyns, bágrar fjárhagsstöðu og annarra félagslegra þátta á veitingu heilbrigðisþjónustu;Fyrirspurninni var svarað skriflega.;;
516;mannauður Útlendingastofnunar;Fyrirspurnin var kölluð aftur.;;
517;aðgerðir til að minnka losun gróðurhúsalofttegunda;Fyrirspurninni var svarað skriflega.;;
518;jafnlaunavottun Stjórnarráðsins;Fyrirspurninni var svarað skriflega.;;
519;bætt kjör kvennastétta;Fyrirspurninni var svarað munnlega.;;
520;aðgangur almennings að listaverkum í eigu opinberra stofnana;Fyrirspurninni var svarað skriflega.;;
521;listaverk í eigu ríkisins;Fyrirspurninni var svarað skriflega.;;
522;óundirbúinn fyrirspurnatími;;;
523;samskiptaráðgjafi íþrótta- og æskulýðsstarfs;;;
524;málefni ferðaþjónustu;;;
525;staða iðnnáms;;;
526;matvælaverð;;;
527;menntun leiðsögumanna og lögverndun starfsheitis þeirra;;;
528;Evrópuráðsþingið 2018;;;
529;gildi nýsköpunar fyrir íslenskt samfélag;;;
530;breyting á ýmsum lögum til innleiðingar á tilskipun (ESB) 2015/1794;Samþykkt sem lög frá Alþingi.;1:05:00;
531;ákvörðun sameiginlegu EES-nefndarinnar nr. 158/2018 um breytingu á XVII. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;1:08:00;
532;ákvörðun sameiginlegu EES-nefndarinnar nr. 92/2018 um breytingu á IX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
533;markviss fræðsla um kynjafræði, kynfrelsi, sjálfsákvörðunarrétt og þýðingu samþykkis í kynferðislegum samskiptum;Bíður fyrri umræðu.;;
534;auðlindarentuskattur;Fyrirspurninni hefur ekki verið svarað.;;
535;kynjamismunun við ráðningar;Fyrirspurninni var svarað skriflega.;;
536;framtíð microbit-verkefnisins;Fyrirspurninni var svarað munnlega.;;
537;óundirbúinn fyrirspurnatími;;;
538;aðkoma ríkisstjórnarinnar að kjarasamningum;;;
539;launahækkanir æðstu stjórnenda ríkisfyrirtækja;;1:09:00;
540;samstarf við utanríkismálanefnd um öryggismál;;;
541;málefni aldraðra;;0:08:00;
542;nýting fjármuna í væntanlegum þjóðarsjóði;;3:26:00;
543;sýslumannsembættið í Vestmannaeyjum;;7:26:00;
544;kaupskip;Fyrirspurninni var svarað skriflega.;;
545;fjarlækningar;;;
546;vöktun náttúruvár;Fyrirspurninni var svarað munnlega.;;
547;viðmið og gögn fyrir forritunar- og upplýsingatæknikennslu í grunnskólum;Bíður fyrri umræðu.;;
548;samgöngusamningar og kolefnisjöfnun vegna flugferða;Fyrirspurninni var svarað skriflega.;;
549;helgidagafriður og 40 stunda vinnuvika;Bíður 2. umræðu;1:24:00;
550;almenn hegningarlög;Bíður 1. umræðu.;;
551;skýrsla um innleiðingu barnasáttmála Sameinuðu þjóðanna;Fyrirspurninni var svarað munnlega.;;
552;heildarendurskoðun stjórnarskrárinnar;;;
553;efling kynfræðslu á öllum skólastigum;Fyrirspurninni var svarað skriflega.;;
554;bann við notkun pálmaolíu í lífdísil á Íslandi;Bíður fyrri umræðu.;;
555;vinnsla persónuupplýsinga í löggæslutilgangi;Í nefnd eftir 1. umræðu.;1:47:00;
556;útlendingar;Bíður 1. umræðu.;;
557;framkvæmd skólahalds í grunnskólum skólaárin 2010--2016;;;
558;skipting útsvarstekna milli sveitarfélaga;Bíður fyrri umræðu.;;
559;óundirbúinn fyrirspurnatími;;;
560;aðgerðir ríkisstjórnarinnar til að liðka fyrir kjarasamningum;;;
561;kjaraviðræður;;;
562;nýjar úthlutunarreglur LÍN;;;
563;hætta á verkföllum og leiðir til að forðast þau;;;
564;skattbreytingatillögur í tengslum við kjarasamninga;;;
565;stjórnsýsla og skráning landeigna;Fyrirspurninni var svarað skriflega.;;
566;Schengen-samstarfið;;;
567;ófrjósemisaðgerðir og þungunarrof;Fyrirspurninni var svarað skriflega.;;
568;nauðungarvistun;Fyrirspurnin var kölluð aftur.;;
569;almenn hegningarlög;Bíður 1. umræðu.;;
570;Jafnréttissjóður Íslands;Samþykkt sem ályktun Alþingis.;0:40:00;
571;úrskurðarnefnd umhverfis- og auðlindamála;Í nefnd eftir 1. umræðu.;;
572;fjárframlög ríkisins og markaðar tekjur til vegamála;Fyrirspurninni hefur ekki verið svarað.;;
573;þjálfun og fræðsla viðbragðsaðila og umbætur í sjúkraflutningum;Fyrirspurninni var svarað skriflega.;;
574;menntun lögreglumanna;Fyrirspurnin var kölluð aftur.;;
575;tillögur að breyttu greiðslufyrirkomulagi á dvalar- og hjúkrunarheimilum;Fyrirspurninni hefur ekki verið svarað.;;
576;viðskipti með hvalaafurðir;Fyrirspurninni var svarað skriflega.;;
577;fjöldi starfa hjá ríkinu;Fyrirspurninni var svarað skriflega.;;
578;málefni einkarekinna listaskóla;Fyrirspurninni var svarað munnlega.;;
579;óundirbúinn fyrirspurnatími;;;
580;kjaramál láglaunastétta;;;
581;framlög til SÁÁ;;;
582;innflutningur á hráu kjöti;;;
583;staðan á vinnumarkaði;;;
584;samráð um reglugerð um hvalveiðar;;0:12:00;
585;samningar við sérgreinalækna og sjúkraþjálfara;;;
586;ákvörðun sameiginlegu EES-nefndarinnar nr. 214/2018 um breytingu á IX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
587;staða ferðaþjónustunnar;;;
588;hugbúnaðarkerfið Orri;Fyrirspurninni hefur ekki verið svarað.;;
589;hugbúnaðarkerfið skattur.is;Fyrirspurninni var svarað skriflega.;;
590;hugbúnaðarkerfið LÖKE;Fyrirspurnin var kölluð aftur.;;
591;hugbúnaðarkerfið Skólagátt;Fyrirspurninni var svarað skriflega.;;
592;hugbúnaðarkerfið Mentor;Fyrirspurninni hefur ekki verið svarað.;;
593;hugbúnaðarkerfið Inna;Fyrirspurninni hefur ekki verið svarað.;;
594;hugbúnaðarkerfið Saga;Fyrirspurninni var svarað skriflega.;;
595;hugbúnaðarkerfið Vera;Fyrirspurninni var svarað skriflega.;;
596;eftirlit með sérfræðikostnaði þingmanna utan þingflokka;Fyrirspurninni var svarað skriflega.;;
597;skyldutrygging lífeyrisréttinda og starfsemi lífeyrissjóða;Bíður 1. umræðu.;;
598;eftirfylgni með þingsályktun um aðgengi að stafrænum smiðjum;Fyrirspurninni var svarað skriflega.;;
599;kolefnisspor matvæla;Fyrirspurninni var svarað skriflega.;;
600;ábyrgð á vernd barna gegn einelti;Fyrirspurninni var svarað skriflega.;;
601;ábyrgð á vernd barna gegn einelti;Fyrirspurninni var svarað skriflega.;;
602;ábyrgð á vernd barna gegn einelti;Fyrirspurninni hefur ekki verið svarað.;;
603;ábyrgð á vernd barna gegn einelti;Fyrirspurnin var kölluð aftur.;;
604;óundirbúinn fyrirspurnatími;;;
605;hvalveiðar;;;
606;kolefnisspor innlends og innflutts grænmetis;;;
607;ákvörðun um áframhaldandi hvalveiðar;;;
608;launahækkanir bankastjóra ríkisbankanna;;;
609;Seðlabankinn;;;
610;skattskyldur arfur einstaklinga;Fyrirspurninni var svarað skriflega.;;
611;hvalir;Fyrirspurninni var svarað munnlega.;;
612;áhrif hvalveiða á ferðaþjónustu;Fyrirspurninni var svarað munnlega.;;
613;uppbygging og framþróun Hornafjarðarflugvallar;Fyrirspurninni var svarað skriflega.;;
614;óundirbúinn fyrirspurnatími;;;
615;vinnumarkaðsmál;;;
616;bráðavandi SÁÁ;;;
617;áhrif loftslagsbreytinga á íslenska náttúru;;;
618;heilbrigðismál fanga;;;
619;fjórða iðnbyltingin;;;
620;aðgerðaáætlun gegn mansali;;;
621;áskrift að dagblöðum, tímaritum og öðrum miðlum;Fyrirspurninni var svarað skriflega.;;
622;áskrift að dagblöðum, tímaritum og öðrum miðlum;Fyrirspurninni hefur ekki verið svarað.;;
623;áskrift að dagblöðum, tímaritum og öðrum miðlum;Fyrirspurninni var svarað skriflega.;;
624;áskrift að dagblöðum, tímaritum og öðrum miðlum;Fyrirspurninni var svarað skriflega.;;
625;áskrift að dagblöðum, tímaritum og öðrum miðlum;Fyrirspurninni var svarað skriflega.;;
626;áskrift að dagblöðum, tímaritum og öðrum miðlum;Fyrirspurninni hefur ekki verið svarað.;;
627;málefni lögreglunnar;;;
628;áskrift að dagblöðum, tímaritum og öðrum miðlum;Fyrirspurninni var svarað skriflega.;;
629;áskrift að dagblöðum, tímaritum og öðrum miðlum;Fyrirspurninni var svarað skriflega.;;
630;áskrift að dagblöðum, tímaritum og öðrum miðlum;Fyrirspurnin var kölluð aftur.;;
631;áskrift að dagblöðum, tímaritum og öðrum miðlum;Fyrirspurninni hefur ekki verið svarað.;;
632;vátryggingastarfsemi og vátryggingasamstæður;Samþykkt sem lög frá Alþingi.;0:25:00;
633;aukatekjur ríkissjóðs;Samþykkt sem lög frá Alþingi.;2:25:00;
634;rafræn auðkenning og traustþjónusta fyrir rafræn viðskipti;Bíður 3. umræðu.;0:55:00;
635;tekjuskattur;Samþykkt sem lög frá Alþingi.;0:50:00;
636;óundirbúinn fyrirspurnatími;;0:45:00;
637;staðan á húsnæðismarkaði;;0:20:00;
638;leiðrétting lífeyris vegna búsetuskerðinga;;0:00:00;
639;innflutningur á hráu kjöti;;10:38:00;
640;eftiráleiðréttingar launa;;;
641;þriðji orkupakkinn;;;
642;siglingavernd;Samþykkt sem lög frá Alþingi.;0:07:00;
643;efnahagsleg staða íslenskra barna;;;
644;sjúkratryggingar;Samþykkt sem lög frá Alþingi.;1:05:00;
645;lax- og silungsveiði;Samþykkt sem lög frá Alþingi.;0:16:00;
646;búvörulög;Samþykkt sem lög frá Alþingi.;1:35:00;
647;fiskeldi;Í nefnd eftir 1. umræðu.;11:53:00;
648;árangur af stefnu um opinbera háskóla;;;
649;úrskurðarnefndir á sviði neytendamála;Í nefnd eftir 1. umræðu.;2:12:00;
650;gistinætur í hús- og ferðaþjónustubifreiðum;Fyrirspurninni var svarað skriflega.;;
651;úttekt á InterRAI-mælitækjum og færni- og heilsumati;Fyrirspurninni var svarað skriflega.;;
652;úthaldsdagar og flugtími hjá Landhelgisgæslunni;Fyrirspurninni var svarað skriflega.;;
653;birting dóma og úrskurða héraðsdómstóla;Fyrirspurnin var kölluð aftur.;;
654;umbótasjóður opinberra bygginga;Bíður fyrri umræðu.;;
655;ákvörðun sameiginlegu EES-nefndarinnar nr. 63/2018 um breytingu á IX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;0:15:00;
656;ákvörðun sameiginlegu EES-nefndarinnar nr. 20/2018 um breytingu á IX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;0:36:00;
657;ákvörðun sameiginlegu EES-nefndarinnar nr. 64/2018 um breytingu á IX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
658;ákvörðun sameiginlegu EES-nefndarinnar nr. 21/2019 um breytingu á IX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
659;ákvörðun sameiginlegu EES-nefndarinnar nr. 18/2019 um breytingu á IX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
660;ákvörðun sameiginlegu EES-nefndarinnar um breytingu á IX. viðauka við EES-samninginn og reglugerð (ESB) 2017/1129;Samþykkt sem ályktun Alþingis.;;
661;óundirbúinn fyrirspurnatími;;;
662;staða á vinnumarkaði og jöfnunarsjóður;;;
663;kjör öryrkja;;;
664;útgjöld vegna hælisleitenda;;;
665;samningur um stöðuna eftir Brexit;;;
666;áhættumat við innflutning gæludýra;;;
667;loðnubrestur og samningur við Færeyinga;;;
668;máltækni fyrir íslensku;Fyrirspurninni hefur ekki verið svarað.;;
669;staða Íslands í neytendamálum;;;
670;aðgerðir gegn kennitöluflakki;Fyrirspurninni var svarað munnlega.;;
671;nefndir, starfshópar, faghópar og ráð á vegum ráðuneytisins;Fyrirspurninni hefur ekki verið svarað.;;
672;nefndir, starfshópar, faghópar og ráð á vegum ráðuneytisins;Fyrirspurnin var kölluð aftur.;;
673;nefndir, starfshópar, faghópar og ráð á vegum ráðuneytisins;Fyrirspurninni var svarað skriflega.;;
674;nefndir, starfshópar, faghópar og ráð á vegum ráðuneytisins;Fyrirspurninni hefur ekki verið svarað.;;
675;nefndir, starfshópar, faghópar og ráð á vegum ráðuneytisins;Fyrirspurninni var svarað skriflega.;;
676;nefndir, starfshópar, faghópar og ráð á vegum ráðuneytisins;Fyrirspurninni hefur ekki verið svarað.;;
677;nefndir, starfshópar, faghópar og ráð á vegum ráðuneytisins;Fyrirspurninni var svarað skriflega.;;
678;óundirbúinn fyrirspurnatími;;;
679;framlög í Jöfnunarsjóð sveitarfélaga;;;
680;forsendur fjármálaáætlunar;;;
681;skerðingar í lífeyriskerfinu;;;
682;fjárhagsleg samskipti ríkis og sveitarfélaga;;;
683;strandveiðar;;;
684;ráðgjafarnefnd um afnám stjórnsýsluhindrana til að greiða fyrir frjálsri för innan Norðurlanda;Bíður síðari umræðu.;0:25:00;
685;loftslagsmál;;;
686;stjórn fiskveiða;Bíður 1. umræðu.;;
687;mótun stefnu um bráðaþjónustu utan spítala;Samþykkt sem ályktun Alþingis.;;
688;skýrsla Ríkisendurskoðunar um eftirlit Fiskistofu;;;
689;vinna afplánunarfanga;Fyrirspurninni var svarað skriflega.;;
690;kostnaður ráðuneytisins og undirstofnana þess vegna kaupa og notkunar á Microsoft-hugbúnaði;Fyrirspurninni var svarað skriflega.;;
691;óundirbúinn fyrirspurnatími;;;
692;fjármálaáætlun og staða flugmála;;;
693;forsendur fjármálaáætlunar;;;
694;þriðji orkupakkinn;;;
695;ferðaþjónustan og hækkun lægstu launa;;;
696;rekstrarumhverfi útflutningsgreina;;;
697;lokun göngudeildar SÁÁ á Akureyri;;;
698;kostnaður ráðuneytisins og undirstofnana þess vegna kaupa og notkunar á Microsoft-hugbúnaði;Fyrirspurninni hefur ekki verið svarað.;;
699;starfsmannaleigur og eftirlit með starfsemi þeirra;;;
700;kostnaður undirstofnana vegna kaupa og notkunar á Microsoft-hugbúnaði;Fyrirspurninni var svarað skriflega.;;
701;launabreytingar forstjóra fyrirtækja í eigu ríkisins;Fyrirspurninni hefur ekki verið svarað.;;
702;rannsóknir á stofnum og nýtingu miðsjávarfiska;Fyrirspurninni hefur ekki verið svarað.;;
703;lúðuveiðar;Fyrirspurninni var svarað skriflega.;;
704;óundirbúinn fyrirspurnatími;;;
705;fyrirvarar við þriðja orkupakkanna;;;
706;efnahagsleg áhrif af gjaldþroti WOW air;;;
707;viðbrögð ríkisstjórnarinnar við gjaldþroti WOW air;;;
708;viðbrögð við auknu atvinnuleysi;;;
709;leiðrétting vegna búsetuskerðinga TR;;;
710;kostnaður við smíði nýs Herjólfs;;8:32:00;
711;ávana- og fíkniefni;Bíður 2. umræðu;1:35:00;
712;tímabundnar endurgreiðslur vegna kvikmyndagerðar á Íslandi;Bíður 1. umræðu.;;
713;börn sem vísað hefur verið úr landi;Fyrirspurninni var svarað skriflega.;;
714;reglur settar af dómstólasýslunni;Fyrirspurninni var svarað skriflega.;;
715;birting dóma og úrskurða héraðsdómstóla;Fyrirspurninni hefur ekki verið svarað.;;
716;eldri eiðstafur dómara;Fyrirspurninni var svarað skriflega.;;
717;skerðingar vegna atvinnu- og lífeyrissjóðstekna eldri borgara og öryrkja;;;
718;sifjadeild sýslumannsins á höfuðborgarsvæðinu;Fyrirspurninni var svarað munnlega.;;
719;kaupendur fullnustueigna Íbúðalánasjóðs;Fyrirspurninni hefur ekki verið svarað.;;
720;fjármál trúfélaga og lífsskoðunarfélaga;Fyrirspurninni var svarað skriflega.;;
721;óundirbúinn fyrirspurnatími;;;
722;úthlutunarreglur LÍN;;;
723;fyrirvari við þriðja orkupakkann;;;
724;eigendastefna Isavia;;3:22:00;
725;reglur um skipan skiptastjóra;;;
726;markmið í loftslagsmálum;;;
727;þriðji orkupakkinn;;;
728;auglýsingar á samfélagsmiðlum;Fyrirspurninni var svarað skriflega.;;
729;auglýsingar á samfélagsmiðlum;Fyrirspurninni var svarað skriflega.;;
730;auglýsingar á samfélagsmiðlum;Fyrirspurninni var svarað skriflega.;;
731;auglýsingar á samfélagsmiðlum;Fyrirspurninni var svarað skriflega.;;
732;auglýsingar á samfélagsmiðlum;Fyrirspurninni var svarað skriflega.;;
733;auglýsingar á samfélagsmiðlum;Fyrirspurninni var svarað skriflega.;;
734;auglýsingar á samfélagsmiðlum;Fyrirspurninni hefur ekki verið svarað.;;
735;auglýsingar á samfélagsmiðlum;Fyrirspurninni var svarað skriflega.;;
736;auglýsingar á samfélagsmiðlum;Fyrirspurninni var svarað skriflega.;;
737;flutningur heilbrigðisþjónustu frá einkaaðilum til opinberra aðila;Fyrirspurninni var svarað skriflega.;;
738;fjöldi lögreglumanna 1. febrúar 2019;Fyrirspurninni var svarað skriflega.;;
739;póstþjónusta;Samþykkt sem lög frá Alþingi.;3:24:00;
740;sjálfsát þorsks;Fyrirspurninni var svarað skriflega.;;
741;lyf utan lyfjaskrár;Fyrirspurninni var svarað skriflega.;;
742;innstæðutryggingar;Fyrirspurninni hefur ekki verið svarað.;;
743;fyrirhuguð bygging nýrra höfuðstöðva Landsbankans hf.;Fyrirspurninni hefur ekki verið svarað.;;
744;sjókvíaeldi;Fyrirspurninni hefur ekki verið svarað.;;
745;rekstrarleyfi í fiskeldi;Fyrirspurninni hefur ekki verið svarað.;;
746;greiðslur lögreglustjórans á höfuðborgarsvæðinu til sérfræðinga;Fyrirspurninni hefur ekki verið svarað.;;
747;barnahjónabönd og endurskoðun hjúskaparlaga;Fyrirspurninni var svarað skriflega.;;
748;óundirbúinn fyrirspurnatími;;;
749;reglugerð um þátttöku Sjúkratrygginga vegna tannlækninga og tannréttinga;;;
750;aðgerðir ríkisstjórnarinnar í húsnæðismálum;;1 day, 23:54:00;
751;Samtök fyrirtækja í velferðarþjónustu;;;
752;lyf við taugahrörnunarsjúkdómi;;4:24:00;
753;viðauki við samninginn um réttindi fatlaðs fólks;;;
754;kostnaður vegna skipunar dómara við Landsrétt;Fyrirspurninni hefur ekki verið svarað.;;
755;varmadæluvæðing;Fyrirspurninni var svarað skriflega.;;
756;breyting á lögreglulögum;Bíður 1. umræðu.;;
757;landlæknir og lýðheilsa og réttindi sjúklinga;Í nefnd eftir 1. umræðu.;1:25:00;
758;loftslagsmál;Í nefnd eftir 1. umræðu.;4:03:00;
759;efnalög;Í nefnd eftir 1. umræðu.;1:15:00;
760;óundirbúinn fyrirspurnatími;;;
761;innleiðing þriðja orkupakkans;;;
762;staða Landsréttar;;;
763;áhrif kjarasamninga á tekjur öryrkja og eldri borgara;;0:10:00;
764;aðgengi að ferðamannastöðum;;0:10:00;
